word,freq,probability,freq_iterated,probability_iterated
off,38,0.0005525665261014978,39,0.0005099372384937238
address,38,0.0005525665261014978,39,0.0005099372384937238
equal,37,0.0005380253017304057,38,0.0004968619246861924
put,37,0.0005380253017304057,38,0.0004968619246861924
'm,37,0.0005380253017304057,38,0.0004968619246861924
important,37,0.0005380253017304057,38,0.0004968619246861924
u.s,37,0.0005380253017304057,38,0.0004968619246861924
stop,36,0.0005234840773593137,37,0.00048378661087866107
four,36,0.0005234840773593137,37,0.00048378661087866107
raise,36,0.0005234840773593137,37,0.00048378661087866107
workers,36,0.0005234840773593137,37,0.00048378661087866107
find,36,0.0005234840773593137,37,0.00048378661087866107
supreme,36,0.0005234840773593137,37,0.00048378661087866107
nearly,36,0.0005234840773593137,37,0.00048378661087866107
tomorrow,36,0.0005234840773593137,37,0.00048378661087866107
best,35,0.0005089428529882216,36,0.0004707112970711297
obamahttp,35,0.0005089428529882216,36,0.0004707112970711297
sign,35,0.0005089428529882216,36,0.0004707112970711297
growth,35,0.0005089428529882216,36,0.0004707112970711297
news,35,0.0005089428529882216,36,0.0004707112970711297
court,35,0.0005089428529882216,36,0.0004707112970711297
same,35,0.0005089428529882216,36,0.0004707112970711297
life,35,0.0005089428529882216,36,0.0004707112970711297
night,35,0.0005089428529882216,36,0.0004707112970711297
birthday,34,0.0004944016286171296,35,0.00045763598326359833
months,34,0.0004944016286171296,35,0.00045763598326359833
few,34,0.0004944016286171296,35,0.00045763598326359833
even,33,0.0004798604042460375,34,0.00044456066945606696
after,33,0.0004798604042460375,34,0.00044456066945606696
debate,33,0.0004798604042460375,34,0.00044456066945606696
young,33,0.0004798604042460375,34,0.00044456066945606696
love,33,0.0004798604042460375,34,0.00044456066945606696
),32,0.00046531917987494546,33,0.0004314853556485356
deficit,32,0.00046531917987494546,33,0.0004314853556485356
meet,32,0.00046531917987494546,33,0.0004314853556485356
10,32,0.00046531917987494546,33,0.0004314853556485356
were,32,0.00046531917987494546,33,0.0004314853556485356
never,32,0.00046531917987494546,33,0.0004314853556485356
check,32,0.00046531917987494546,33,0.0004314853556485356
left,31,0.0004507779555038534,32,0.00041841004184100416
create,31,0.0004507779555038534,32,0.00041841004184100416
opportunity,31,0.0004507779555038534,32,0.00041841004184100416
system,31,0.0004507779555038534,32,0.00041841004184100416
took,31,0.0004507779555038534,32,0.00041841004184100416
men,30,0.0004362367311327614,31,0.0004053347280334728
cuts,30,0.0004362367311327614,31,0.0004053347280334728
afford,30,0.0004362367311327614,31,0.0004053347280334728
its,30,0.0004362367311327614,31,0.0004053347280334728
real,30,0.0004362367311327614,31,0.0004053347280334728
ever,30,0.0004362367311327614,31,0.0004053347280334728
republicans,30,0.0004362367311327614,31,0.0004053347280334728
those,30,0.0004362367311327614,31,0.0004053347280334728
yesterday,30,0.0004362367311327614,31,0.0004053347280334728
moving,30,0.0004362367311327614,31,0.0004053347280334728
opportunityforall,30,0.0004362367311327614,31,0.0004053347280334728
covered,30,0.0004362367311327614,31,0.0004053347280334728
republican,30,0.0004362367311327614,31,0.0004053347280334728
did,30,0.0004362367311327614,31,0.0004053347280334728
coverage,30,0.0004362367311327614,31,0.0004053347280334728
him,30,0.0004362367311327614,31,0.0004053347280334728
show,30,0.0004362367311327614,31,0.0004053347280334728
voting,29,0.00042169550676166934,30,0.0003922594142259414
iraq,29,0.00042169550676166934,30,0.0003922594142259414
full,29,0.00042169550676166934,30,0.0003922594142259414
part,29,0.00042169550676166934,30,0.0003922594142259414
step,29,0.00042169550676166934,30,0.0003922594142259414
across,29,0.00042169550676166934,30,0.0003922594142259414
fired,29,0.00042169550676166934,30,0.0003922594142259414
must,29,0.00042169550676166934,30,0.0003922594142259414
own,28,0.0004071542823905773,29,0.00037918410041841004
lower,28,0.0004071542823905773,29,0.00037918410041841004
teachers,28,0.0004071542823905773,29,0.00037918410041841004
debt,28,0.0004071542823905773,29,0.00037918410041841004
visit,28,0.0004071542823905773,29,0.00037918410041841004
federal,28,0.0004071542823905773,29,0.00037918410041841004
another,28,0.0004071542823905773,29,0.00037918410041841004
5,28,0.0004071542823905773,29,0.00037918410041841004
reduce,28,0.0004071542823905773,29,0.00037918410041841004
less,27,0.00039261305801948526,28,0.0003661087866108787
office,27,0.00039261305801948526,28,0.0003661087866108787
national,27,0.00039261305801948526,28,0.0003661087866108787
away,27,0.00039261305801948526,28,0.0003661087866108787
$,27,0.00039261305801948526,28,0.0003661087866108787
nothing,27,0.00039261305801948526,28,0.0003661087866108787
small,27,0.00039261305801948526,28,0.0003661087866108787
michelle,27,0.00039261305801948526,28,0.0003661087866108787
great,26,0.0003780718336483932,27,0.0003530334728033473
//wh.gov/live,26,0.0003780718336483932,27,0.0003530334728033473
ask,26,0.0003780718336483932,27,0.0003530334728033473
veterans,26,0.0003780718336483932,27,0.0003530334728033473
power,26,0.0003780718336483932,27,0.0003530334728033473
much,25,0.0003635306092773012,26,0.0003399581589958159
she,25,0.0003635306092773012,26,0.0003399581589958159
until,25,0.0003635306092773012,26,0.0003399581589958159
matter,25,0.0003635306092773012,26,0.0003399581589958159
without,25,0.0003635306092773012,26,0.0003399581589958159
place,25,0.0003635306092773012,26,0.0003399581589958159
top,25,0.0003635306092773012,26,0.0003399581589958159
always,25,0.0003635306092773012,26,0.0003399581589958159
bo,25,0.0003635306092773012,26,0.0003399581589958159
taking,25,0.0003635306092773012,26,0.0003399581589958159
unemployment,25,0.0003635306092773012,26,0.0003399581589958159
government,25,0.0003635306092773012,26,0.0003399581589958159
raising,25,0.0003635306092773012,26,0.0003399581589958159
again,24,0.0003489893849062091,25,0.0003268828451882845
strong,24,0.0003489893849062091,25,0.0003268828451882845
lgbt,24,0.0003489893849062091,25,0.0003268828451882845
'll,24,0.0003489893849062091,25,0.0003268828451882845
any,24,0.0003489893849062091,25,0.0003268828451882845
added,24,0.0003489893849062091,25,0.0003268828451882845
equality,24,0.0003489893849062091,25,0.0003268828451882845
needs,24,0.0003489893849062091,25,0.0003268828451882845
getting,24,0.0003489893849062091,25,0.0003268828451882845
washington,24,0.0003489893849062091,25,0.0003268828451882845
then,24,0.0003489893849062091,25,0.0003268828451882845
move,24,0.0003489893849062091,25,0.0003268828451882845
protect,23,0.00033444816053511704,24,0.00031380753138075313
judge,23,0.00033444816053511704,24,0.00031380753138075313
kids,23,0.00033444816053511704,24,0.00031380753138075313
asking,23,0.00033444816053511704,24,0.00031380753138075313
average,23,0.00033444816053511704,24,0.00031380753138075313
makes,23,0.00033444816053511704,24,0.00031380753138075313
loan,23,0.00033444816053511704,24,0.00031380753138075313
past,23,0.00033444816053511704,24,0.00031380753138075313
something,23,0.00033444816053511704,24,0.00031380753138075313
had,23,0.00033444816053511704,24,0.00031380753138075313
thank,23,0.00033444816053511704,24,0.00031380753138075313
ll,23,0.00033444816053511704,24,0.00031380753138075313
means,23,0.00033444816053511704,24,0.00031380753138075313
money,22,0.000319906936164025,23,0.00030073221757322176
children,22,0.000319906936164025,23,0.00030073221757322176
woman,22,0.000319906936164025,23,0.00030073221757322176
oil,22,0.000319906936164025,23,0.00030073221757322176
her,22,0.000319906936164025,23,0.00030073221757322176
business,22,0.000319906936164025,23,0.00030073221757322176
prevent,22,0.000319906936164025,23,0.00030073221757322176
security,22,0.000319906936164025,23,0.00030073221757322176
dinnerwithbarack,22,0.000319906936164025,23,0.00030073221757322176
deadline,22,0.000319906936164025,23,0.00030073221757322176
rally,22,0.000319906936164025,23,0.00030073221757322176
immigrationaction,22,0.000319906936164025,23,0.00030073221757322176
around,22,0.000319906936164025,23,0.00030073221757322176
garland,22,0.000319906936164025,23,0.00030073221757322176
single,22,0.000319906936164025,23,0.00030073221757322176
five,22,0.000319906936164025,23,0.00030073221757322176
shutdown,22,0.000319906936164025,23,0.00030073221757322176
biden,21,0.00030536571179293296,22,0.0002876569037656904
higher,21,0.00030536571179293296,22,0.0002876569037656904
dontdoublemyrate,21,0.00030536571179293296,22,0.0002876569037656904
facts,21,0.00030536571179293296,22,0.0002876569037656904
2014,21,0.00030536571179293296,22,0.0002876569037656904
many,21,0.00030536571179293296,22,0.0002876569037656904
video,21,0.00030536571179293296,22,0.0002876569037656904
passing,21,0.00030536571179293296,22,0.0002876569037656904
word,21,0.00030536571179293296,22,0.0002876569037656904
everybody,21,0.00030536571179293296,22,0.0002876569037656904
aca,21,0.00030536571179293296,22,0.0002876569037656904
rates,21,0.00030536571179293296,22,0.0002876569037656904
deserve,21,0.00030536571179293296,22,0.0002876569037656904
growing,21,0.00030536571179293296,22,0.0002876569037656904
between,21,0.00030536571179293296,22,0.0002876569037656904
am,21,0.00030536571179293296,22,0.0002876569037656904
under,21,0.00030536571179293296,22,0.0002876569037656904
speaking,21,0.00030536571179293296,22,0.0002876569037656904
other,21,0.00030536571179293296,22,0.0002876569037656904
against,21,0.00030536571179293296,22,0.0002876569037656904
doing,21,0.00030536571179293296,22,0.0002876569037656904
spread,21,0.00030536571179293296,22,0.0002876569037656904
twitter,21,0.00030536571179293296,22,0.0002876569037656904
try,20,0.0002908244874218409,21,0.000274581589958159
1,20,0.0002908244874218409,21,0.000274581589958159
loans,20,0.0002908244874218409,21,0.000274581589958159
lives,20,0.0002908244874218409,21,0.000274581589958159
well,20,0.0002908244874218409,21,0.000274581589958159
team,20,0.0002908244874218409,21,0.000274581589958159
weekly,20,0.0002908244874218409,21,0.000274581589958159
steps,20,0.0002908244874218409,21,0.000274581589958159
early,20,0.0002908244874218409,21,0.000274581589958159
helped,20,0.0002908244874218409,21,0.000274581589958159
record,20,0.0002908244874218409,21,0.000274581589958159
proud,20,0.0002908244874218409,21,0.000274581589958159
vp,20,0.0002908244874218409,21,0.000274581589958159
month,20,0.0002908244874218409,21,0.000274581589958159
justice,19,0.0002762832630507489,20,0.0002615062761506276
history,19,0.0002762832630507489,20,0.0002615062761506276
budget,19,0.0002762832630507489,20,0.0002615062761506276
voted,19,0.0002762832630507489,20,0.0002615062761506276
promise,19,0.0002762832630507489,20,0.0002615062761506276
set,19,0.0002762832630507489,20,0.0002615062761506276
being,19,0.0002762832630507489,20,0.0002615062761506276
enoughalready,19,0.0002762832630507489,20,0.0002615062761506276
person,19,0.0002762832630507489,20,0.0002615062761506276
getcovered,19,0.0002762832630507489,20,0.0002615062761506276
while,19,0.0002762832630507489,20,0.0002615062761506276
enough,19,0.0002762832630507489,20,0.0002615062761506276
companies,19,0.0002762832630507489,20,0.0002615062761506276
community,19,0.0002762832630507489,20,0.0002615062761506276
wo,19,0.0002762832630507489,20,0.0002615062761506276
d,19,0.0002762832630507489,20,0.0002615062761506276
wish,19,0.0002762832630507489,20,0.0002615062761506276
works,19,0.0002762832630507489,20,0.0002615062761506276
each,19,0.0002762832630507489,20,0.0002615062761506276
enter,19,0.0002762832630507489,20,0.0002615062761506276
interest,19,0.0002762832630507489,20,0.0002615062761506276
